Line,Date,Time,Activity,Marker,White Light,Sleep/Wake,Interval Status
8928,12 04 2021,4:05:30 pm,310,0,12.34,1,ACTIVE
8929,12 04 2021,4:06:00 pm,245,0,5.91,1,ACTIVE
8930,12 04 2021,4:06:30 pm,245,0,5.19,1,ACTIVE
8931,12 04 2021,4:07:00 pm,77,0,181.02,1,ACTIVE
8932,12 04 2021,4:07:30 pm,187,0,12.61,1,ACTIVE
8933,12 04 2021,4:08:00 pm,150,0,21.67,1,ACTIVE
8934,12 04 2021,4:08:30 pm,65,0,369.97,1,ACTIVE
8935,12 04 2021,4:09:00 pm,321,0,49.35,1,ACTIVE
8936,12 04 2021,4:09:30 pm,353,0,38.89,1,ACTIVE
8937,12 04 2021,4:10:00 pm,475,0,142.64,1,ACTIVE
8938,12 04 2021,4:10:30 pm,108,0,267.33,1,ACTIVE
8939,12 04 2021,4:11:00 pm,17,0,324.88,1,ACTIVE
8940,12 04 2021,4:11:30 pm,460,0,291.53,1,ACTIVE
8941,12 04 2021,4:12:00 pm,430,0,84.82,1,ACTIVE
8942,12 04 2021,4:12:30 pm,365,0,403.45,1,ACTIVE
8943,12 04 2021,4:13:00 pm,108,0,1002.06,1,ACTIVE
8944,12 04 2021,4:13:30 pm,25,0,169.63,1,ACTIVE
8945,12 04 2021,4:14:00 pm,0,0,83,1,ACTIVE
8946,12 04 2021,4:14:30 pm,9,0,112.4,1,ACTIVE
8947,12 04 2021,4:15:00 pm,93,0,155.55,1,ACTIVE
8948,12 04 2021,4:15:30 pm,9,0,128,1,ACTIVE
8949,12 04 2021,4:16:00 pm,42,0,239.89,1,ACTIVE
8950,12 04 2021,4:16:30 pm,0,0,317.92,0,ACTIVE
8951,12 04 2021,4:17:00 pm,29,0,403.45,1,ACTIVE
8952,12 04 2021,4:17:30 pm,6,0,324.88,0,ACTIVE
8953,12 04 2021,4:18:00 pm,0,0,297.91,0,ACTIVE
8954,12 04 2021,4:18:30 pm,0,0,297.91,1,ACTIVE
8955,12 04 2021,4:19:00 pm,99,0,899.2,1,ACTIVE
8956,12 04 2021,4:19:30 pm,117,0,1166.12,1,ACTIVE
8957,12 04 2021,4:20:00 pm,113,0,1046.42,1,ACTIVE
8958,12 04 2021,4:20:30 pm,108,0,1479.87,1,ACTIVE
8959,12 04 2021,4:21:00 pm,49,0,285.28,1,ACTIVE
8960,12 04 2021,4:21:30 pm,0,0,291.53,1,ACTIVE
8961,12 04 2021,4:22:00 pm,0,0,291.53,0,ACTIVE
8962,12 04 2021,4:22:30 pm,0,0,291.53,0,ACTIVE
8963,12 04 2021,4:23:00 pm,52,0,291.53,1,ACTIVE
8964,12 04 2021,4:23:30 pm,17,0,304.44,1,ACTIVE
8965,12 04 2021,4:24:00 pm,39,0,1649.14,1,ACTIVE
8966,12 04 2021,4:24:30 pm,108,0,459.45,1,ACTIVE
8967,12 04 2021,4:25:00 pm,20,0,824.57,1,ACTIVE
8968,12 04 2021,4:25:30 pm,11,0,459.45,1,ACTIVE
8969,12 04 2021,4:26:00 pm,0,0,449.6,0,ACTIVE
8970,12 04 2021,4:26:30 pm,0,0,449.6,0,ACTIVE
8971,12 04 2021,4:27:00 pm,0,0,439.97,0,ACTIVE
8972,12 04 2021,4:27:30 pm,83,0,595.83,1,ACTIVE
8973,12 04 2021,4:28:00 pm,45,0,693.38,1,ACTIVE
8974,12 04 2021,4:28:30 pm,0,0,317.92,1,ACTIVE
8975,12 04 2021,4:29:00 pm,56,0,1271.66,1,ACTIVE
8976,12 04 2021,4:29:30 pm,11,0,756.14,1,ACTIVE
8977,12 04 2021,4:30:00 pm,26,0,622.21,1,ACTIVE
8978,12 04 2021,4:30:30 pm,46,0,806.9,1,ACTIVE
8979,12 04 2021,4:31:00 pm,207,0,583.06,1,ACTIVE
8980,12 04 2021,4:31:30 pm,490,0,139.59,1,ACTIVE
8981,12 04 2021,4:32:00 pm,299,0,114.86,1,ACTIVE
8982,12 04 2021,4:32:30 pm,365,0,13.45,1,ACTIVE
8983,12 04 2021,4:33:00 pm,332,0,45.25,1,ACTIVE
8984,12 04 2021,4:33:30 pm,416,0,595.83,1,ACTIVE
8985,12 04 2021,4:34:00 pm,180,0,8.92,1,ACTIVE
8986,12 04 2021,4:34:30 pm,140,0,9.11,1,ACTIVE
8987,12 04 2021,4:35:00 pm,162,0,9.11,1,ACTIVE
8988,12 04 2021,4:35:30 pm,156,0,9.72,1,ACTIVE
8989,12 04 2021,4:36:00 pm,281,0,6.73,1,ACTIVE
8990,12 04 2021,4:36:30 pm,299,0,6.73,1,ACTIVE
8991,12 04 2021,4:37:00 pm,310,0,9.11,1,ACTIVE
8992,12 04 2021,4:37:30 pm,222,0,11.56,1,ACTIVE
8993,12 04 2021,4:38:00 pm,122,0,36.44,1,ACTIVE
8994,12 04 2021,4:38:30 pm,290,0,9.93,1,ACTIVE
8995,12 04 2021,4:39:00 pm,45,0,6.3,1,ACTIVE
8996,12 04 2021,4:39:30 pm,156,0,6.87,1,ACTIVE
8997,12 04 2021,4:40:00 pm,62,0,46.25,1,ACTIVE
8998,12 04 2021,4:40:30 pm,39,0,94.52,1,ACTIVE
8999,12 04 2021,4:41:00 pm,0,0,117.38,1,ACTIVE
9000,12 04 2021,4:41:30 pm,42,0,114.86,1,ACTIVE
9001,12 04 2021,4:42:00 pm,86,0,100.86,1,ACTIVE
9002,12 04 2021,4:42:30 pm,113,0,74.48,1,ACTIVE
9003,12 04 2021,4:43:00 pm,230,0,40.61,1,ACTIVE
9004,12 04 2021,4:43:30 pm,378,0,5.66,1,ACTIVE
9005,12 04 2021,4:44:00 pm,430,0,10.15,1,ACTIVE
9006,12 04 2021,4:44:30 pm,168,0,72.88,1,ACTIVE
9007,12 04 2021,4:45:00 pm,35,0,51.54,1,ACTIVE
9008,12 04 2021,4:45:30 pm,34,0,51.54,1,ACTIVE
9009,12 04 2021,4:46:00 pm,40,0,79.48,1,ACTIVE
9010,12 04 2021,4:46:30 pm,65,0,76.11,1,ACTIVE
9011,12 04 2021,4:47:00 pm,34,0,72.88,1,ACTIVE
9012,12 04 2021,4:47:30 pm,310,0,71.32,1,ACTIVE
9013,12 04 2021,4:48:00 pm,93,0,739.93,1,ACTIVE
9014,12 04 2021,4:48:30 pm,28,0,229.72,1,ACTIVE
9015,12 04 2021,4:49:00 pm,0,0,145.76,1,ACTIVE
9016,12 04 2021,4:49:30 pm,74,0,215.27,1,ACTIVE
9017,12 04 2021,4:50:00 pm,56,0,304.44,1,ACTIVE
9018,12 04 2021,4:50:30 pm,48,0,273.19,1,ACTIVE
9019,12 04 2021,4:51:00 pm,31,0,362.04,1,ACTIVE
9020,12 04 2021,4:51:30 pm,22,0,459.45,1,ACTIVE
9021,12 04 2021,4:52:00 pm,174,0,693.38,1,ACTIVE
9022,12 04 2021,4:52:30 pm,31,0,1141.13,1,ACTIVE
9023,12 04 2021,4:53:00 pm,136,0,224.8,1,ACTIVE
9024,12 04 2021,4:53:30 pm,52,0,291.53,1,ACTIVE
9025,12 04 2021,4:54:00 pm,62,0,1512.27,1,ACTIVE
9026,12 04 2021,4:54:30 pm,156,0,177.14,1,ACTIVE
9027,12 04 2021,4:55:00 pm,108,0,197.4,1,ACTIVE
9028,12 04 2021,4:55:30 pm,99,0,155.55,1,ACTIVE
9029,12 04 2021,4:56:00 pm,103,0,193.17,1,ACTIVE
9030,12 04 2021,4:56:30 pm,156,0,386.35,1,ACTIVE
9031,12 04 2021,4:57:00 pm,83,0,239.89,1,ACTIVE
9032,12 04 2021,4:57:30 pm,108,0,297.91,1,ACTIVE
9033,12 04 2021,4:58:00 pm,2,0,9.11,1,ACTIVE
9034,12 04 2021,4:58:30 pm,29,0,9.31,1,ACTIVE
9035,12 04 2021,4:59:00 pm,74,0,239.89,1,ACTIVE
9036,12 04 2021,4:59:30 pm,11,0,8.18,1,ACTIVE
9037,12 04 2021,5:00:00 pm,2,0,19.44,0,ACTIVE
9038,12 04 2021,5:00:30 pm,0,0,16.35,0,ACTIVE
9039,12 04 2021,5:01:00 pm,0,0,9.31,0,ACTIVE
9040,12 04 2021,5:01:30 pm,0,0,4.65,0,ACTIVE
9041,12 04 2021,5:02:00 pm,0,0,4.97,0,ACTIVE
9042,12 04 2021,5:02:30 pm,0,0,0.69,0,ACTIVE
9043,12 04 2021,5:03:00 pm,0,0,0.35,0,ACTIVE
9044,12 04 2021,5:03:30 pm,0,0,0.25,0,ACTIVE
9045,12 04 2021,5:04:00 pm,0,0,0.9,0,ACTIVE
9046,12 04 2021,5:04:30 pm,0,0,0.74,0,ACTIVE
9047,12 04 2021,5:05:00 pm,2,0,1.14,0,ACTIVE
9048,12 04 2021,5:05:30 pm,0,0,2.33,0,ACTIVE
9049,12 04 2021,5:06:00 pm,3,0,3.51,0,ACTIVE
9050,12 04 2021,5:06:30 pm,6,0,5.19,0,ACTIVE
9051,12 04 2021,5:07:00 pm,6,0,5.42,0,ACTIVE
9052,12 04 2021,5:07:30 pm,2,0,4.86,0,ACTIVE
9053,12 04 2021,5:08:00 pm,62,0,739.93,1,ACTIVE
9054,12 04 2021,5:08:30 pm,62,0,490.29,1,ACTIVE
9055,12 04 2021,5:09:00 pm,0,0,152.22,0,ACTIVE
9056,12 04 2021,5:09:30 pm,19,0,148.96,1,ACTIVE
9057,12 04 2021,5:10:00 pm,14,0,1512.27,1,ACTIVE
9058,12 04 2021,5:10:30 pm,26,0,1141.13,1,ACTIVE
9059,12 04 2021,5:11:00 pm,83,0,1244.41,1,ACTIVE
9060,12 04 2021,5:11:30 pm,136,0,546.38,1,ACTIVE
9061,12 04 2021,5:12:00 pm,15,0,378.07,1,ACTIVE
9062,12 04 2021,5:12:30 pm,11,0,2092.85,1,ACTIVE
9063,12 04 2021,5:13:00 pm,430,0,1579.22,1,ACTIVE
9064,12 04 2021,5:13:30 pm,108,0,3.91,1,ACTIVE
9065,12 04 2021,5:14:00 pm,77,0,2.54,1,ACTIVE
9066,12 04 2021,5:14:30 pm,77,0,3.15,1,ACTIVE
9067,12 04 2021,5:15:00 pm,126,0,2.95,1,ACTIVE
9068,12 04 2021,5:15:30 pm,299,0,9.11,1,ACTIVE
9069,12 04 2021,5:16:00 pm,475,0,10.83,1,ACTIVE
9070,12 04 2021,5:16:30 pm,743,0,17.45,1,ACTIVE
9071,12 04 2021,5:17:00 pm,126,0,546.38,1,ACTIVE
9072,12 04 2021,5:17:30 pm,15,0,103.07,1,ACTIVE
9073,12 04 2021,5:18:00 pm,0,0,107.63,1,ACTIVE
9074,12 04 2021,5:18:30 pm,2,0,112.4,1,ACTIVE
9075,12 04 2021,5:19:00 pm,3,0,109.99,0,ACTIVE
9076,12 04 2021,5:19:30 pm,17,0,109.99,0,ACTIVE
9077,12 04 2021,5:20:00 pm,3,0,107.63,0,ACTIVE
9078,12 04 2021,5:20:30 pm,9,0,100.86,0,ACTIVE
9079,12 04 2021,5:21:00 pm,3,0,142.64,1,ACTIVE
9080,12 04 2021,5:21:30 pm,3,0,162.44,1,ACTIVE
9081,12 04 2021,5:22:00 pm,37,0,166,1,ACTIVE
9082,12 04 2021,5:22:30 pm,299,0,139.59,1,ACTIVE
9083,12 04 2021,5:23:00 pm,490,0,92.49,1,ACTIVE
9084,12 04 2021,5:23:30 pm,156,0,83,1,ACTIVE
9085,12 04 2021,5:24:00 pm,74,0,139.59,1,ACTIVE
9086,12 04 2021,5:24:30 pm,2,0,112.4,1,ACTIVE
9087,12 04 2021,5:25:00 pm,0,0,128,1,ACTIVE
9088,12 04 2021,5:25:30 pm,2,0,128,0,ACTIVE
9089,12 04 2021,5:26:00 pm,3,0,128,0,ACTIVE
9090,12 04 2021,5:26:30 pm,3,0,128,0,ACTIVE
9091,12 04 2021,5:27:00 pm,0,0,130.8,0,ACTIVE
9092,12 04 2021,5:27:30 pm,6,0,125.26,0,ACTIVE
9093,12 04 2021,5:28:00 pm,8,0,125.26,1,ACTIVE
9094,12 04 2021,5:28:30 pm,42,0,117.38,1,ACTIVE
9095,12 04 2021,5:29:00 pm,77,0,88.57,1,ACTIVE
9096,12 04 2021,5:29:30 pm,34,0,114.86,1,ACTIVE
9097,12 04 2021,5:30:00 pm,11,0,130.8,1,ACTIVE
9098,12 04 2021,5:30:30 pm,3,0,122.57,0,ACTIVE
9099,12 04 2021,5:31:00 pm,11,0,112.4,0,ACTIVE
9100,12 04 2021,5:31:30 pm,0,0,98.7,0,ACTIVE
9101,12 04 2021,5:32:00 pm,2,0,86.67,0,ACTIVE
9102,12 04 2021,5:32:30 pm,2,0,88.57,0,ACTIVE
9103,12 04 2021,5:33:00 pm,5,0,83,1,ACTIVE
9104,12 04 2021,5:33:30 pm,15,0,96.59,1,ACTIVE
9105,12 04 2021,5:34:00 pm,353,0,128,1,ACTIVE
9106,12 04 2021,5:34:30 pm,378,0,69.79,1,ACTIVE
9107,12 04 2021,5:35:00 pm,174,0,181.02,1,ACTIVE
9108,12 04 2021,5:35:30 pm,214,0,24.15,1,ACTIVE
9109,12 04 2021,5:36:00 pm,365,0,8.92,1,ACTIVE
9110,12 04 2021,5:36:30 pm,460,0,12.88,1,ACTIVE
9111,12 04 2021,5:37:00 pm,187,0,58.69,1,ACTIVE
9112,12 04 2021,5:37:30 pm,230,0,0.66,1,ACTIVE
9113,12 04 2021,5:38:00 pm,416,0,16,1,ACTIVE
9114,12 04 2021,5:38:30 pm,654,0,21.67,1,ACTIVE
9115,12 04 2021,5:39:00 pm,845,0,22.14,1,ACTIVE
9116,12 04 2021,5:39:30 pm,310,0,36.44,1,ACTIVE
9117,12 04 2021,5:40:00 pm,460,0,74.48,1,ACTIVE
9118,12 04 2021,5:40:30 pm,614,0,583.06,1,ACTIVE
9119,12 04 2021,5:41:00 pm,31,0,74.48,1,ACTIVE
9120,12 04 2021,5:41:30 pm,207,0,96.59,1,ACTIVE
9121,12 04 2021,5:42:00 pm,310,0,459.45,1,ACTIVE
9122,12 04 2021,5:42:30 pm,150,0,724.08,1,ACTIVE
9123,12 04 2021,5:43:00 pm,42,0,959.57,1,ACTIVE
9124,12 04 2021,5:43:30 pm,68,0,378.07,1,ACTIVE
9125,12 04 2021,5:44:00 pm,2,0,245.15,1,ACTIVE
9126,12 04 2021,5:44:30 pm,43,0,362.04,1,ACTIVE
9127,12 04 2021,5:45:00 pm,12,0,449.6,1,ACTIVE
9128,12 04 2021,5:45:30 pm,29,0,449.6,1,ACTIVE
9129,12 04 2021,5:46:00 pm,117,0,490.29,1,ACTIVE
9130,12 04 2021,5:46:30 pm,45,0,1244.41,1,ACTIVE
9131,12 04 2021,5:47:00 pm,31,0,403.45,1,ACTIVE
9132,12 04 2021,5:47:30 pm,31,0,362.04,1,ACTIVE
9133,12 04 2021,5:48:00 pm,22,0,339.26,1,ACTIVE
9134,12 04 2021,5:48:30 pm,378,0,148.96,1,ACTIVE
9135,12 04 2021,5:49:00 pm,353,0,50.43,1,ACTIVE
9136,12 04 2021,5:49:30 pm,299,0,11.31,1,ACTIVE
9137,12 04 2021,5:50:00 pm,199,0,114.86,1,ACTIVE
9138,12 04 2021,5:50:30 pm,342,0,317.92,1,ACTIVE
9139,12 04 2021,5:51:00 pm,214,0,117.38,1,ACTIVE
9140,12 04 2021,5:51:30 pm,174,0,6.58,1,ACTIVE
9141,12 04 2021,5:52:00 pm,230,0,1.72,1,ACTIVE
9142,12 04 2021,5:52:30 pm,145,0,1.83,1,ACTIVE
9143,12 04 2021,5:53:00 pm,187,0,5.3,1,ACTIVE
9144,12 04 2021,5:53:30 pm,193,0,4.46,1,ACTIVE
9145,12 04 2021,5:54:00 pm,523,0,26.91,1,ACTIVE
9146,12 04 2021,5:54:30 pm,594,0,35.66,1,ACTIVE
9147,12 04 2021,5:55:00 pm,460,0,14.67,1,ACTIVE
9148,12 04 2021,5:55:30 pm,245,0,14.67,1,ACTIVE
9149,12 04 2021,5:56:00 pm,187,0,16.71,1,ACTIVE
9150,12 04 2021,5:56:30 pm,99,0,88.57,1,ACTIVE
9151,12 04 2021,5:57:00 pm,42,0,570.57,1,ACTIVE
9152,12 04 2021,5:57:30 pm,156,0,273.19,1,ACTIVE
9153,12 04 2021,5:58:00 pm,281,0,107.63,1,ACTIVE
9154,12 04 2021,5:58:30 pm,575,0,12.88,1,ACTIVE
9155,12 04 2021,5:59:00 pm,416,0,12.07,1,ACTIVE
9156,12 04 2021,5:59:30 pm,321,0,501.03,1,ACTIVE
9157,12 04 2021,6:00:00 pm,540,0,2773.52,1,ACTIVE
9158,12 04 2021,6:00:30 pm,403,0,142.64,1,ACTIVE
9159,12 04 2021,6:01:00 pm,390,0,1046.42,1,ACTIVE
9160,12 04 2021,6:01:30 pm,34,0,1002.06,1,ACTIVE
9161,12 04 2021,6:02:00 pm,214,0,523.21,1,ACTIVE
9162,12 04 2021,6:02:30 pm,207,0,1386.76,1,ACTIVE
9163,12 04 2021,6:03:00 pm,59,0,1613.8,1,ACTIVE
9164,12 04 2021,6:03:30 pm,103,0,1116.68,1,ACTIVE
9165,12 04 2021,6:04:00 pm,59,0,1191.65,1,ACTIVE
9166,12 04 2021,6:04:30 pm,65,0,1579.22,1,ACTIVE
9167,12 04 2021,6:05:00 pm,86,0,879.93,1,ACTIVE
9168,12 04 2021,6:05:30 pm,199,0,1046.42,1,ACTIVE
9169,12 04 2021,6:06:00 pm,145,0,789.61,1,ACTIVE
9170,12 04 2021,6:06:30 pm,199,0,842.63,1,ACTIVE
9171,12 04 2021,6:07:00 pm,199,0,100.86,1,ACTIVE
9172,12 04 2021,6:07:30 pm,365,0,239.89,1,ACTIVE
9173,12 04 2021,6:08:00 pm,74,0,145.76,1,ACTIVE
9174,12 04 2021,6:08:30 pm,14,0,64,1,ACTIVE
9175,12 04 2021,6:09:00 pm,0,0,64,1,ACTIVE
9176,12 04 2021,6:09:30 pm,5,0,72.88,1,ACTIVE
9177,12 04 2021,6:10:00 pm,0,0,72.88,0,ACTIVE
9178,12 04 2021,6:10:30 pm,31,0,88.57,1,ACTIVE
9179,12 04 2021,6:11:00 pm,96,0,109.99,1,ACTIVE
9180,12 04 2021,6:11:30 pm,34,0,79.48,1,ACTIVE
9181,12 04 2021,6:12:00 pm,0,0,74.48,1,ACTIVE
9182,12 04 2021,6:12:30 pm,42,0,570.57,1,ACTIVE
9183,12 04 2021,6:13:00 pm,96,0,421.31,1,ACTIVE
9184,12 04 2021,6:13:30 pm,26,0,449.6,1,ACTIVE
9185,12 04 2021,6:14:00 pm,126,0,354.28,1,ACTIVE
9186,12 04 2021,6:14:30 pm,83,0,122.57,1,ACTIVE
9187,12 04 2021,6:15:00 pm,52,0,94.52,1,ACTIVE
9188,12 04 2021,6:15:30 pm,83,0,112.4,1,ACTIVE
9189,12 04 2021,6:16:00 pm,150,0,369.97,1,ACTIVE
9190,12 04 2021,6:16:30 pm,23,0,1024,1,ACTIVE
9191,12 04 2021,6:17:00 pm,8,0,66.83,1,ACTIVE
9192,12 04 2021,6:17:30 pm,0,0,69.79,0,ACTIVE
9193,12 04 2021,6:18:00 pm,0,0,68.3,0,ACTIVE
9194,12 04 2021,6:18:30 pm,0,0,66.83,0,ACTIVE
9195,12 04 2021,6:19:00 pm,0,0,65.4,0,ACTIVE
9196,12 04 2021,6:19:30 pm,2,0,64,0,ACTIVE
9197,12 04 2021,6:20:00 pm,0,0,61.29,0,ACTIVE
9198,12 04 2021,6:20:30 pm,0,0,59.97,0,ACTIVE
9199,12 04 2021,6:21:00 pm,0,0,58.69,0,ACTIVE
9200,12 04 2021,6:21:30 pm,35,0,55,1,ACTIVE
9201,12 04 2021,6:22:00 pm,48,0,77.78,1,ACTIVE
9202,12 04 2021,6:22:30 pm,0,0,56.2,1,ACTIVE
9203,12 04 2021,6:23:00 pm,0,0,55,1,ACTIVE
9204,12 04 2021,6:23:30 pm,126,0,50.43,1,ACTIVE
9205,12 04 2021,6:24:00 pm,80,0,136.59,1,ACTIVE
9206,12 04 2021,6:24:30 pm,0,0,50.43,1,ACTIVE
9207,12 04 2021,6:25:00 pm,0,0,49.35,0,ACTIVE
9208,12 04 2021,6:25:30 pm,26,0,49.35,1,ACTIVE
9209,12 04 2021,6:26:00 pm,43,0,403.45,1,ACTIVE
9210,12 04 2021,6:26:30 pm,19,0,899.2,1,ACTIVE
9211,12 04 2021,6:27:00 pm,25,0,469.51,1,ACTIVE
9212,12 04 2021,6:27:30 pm,71,0,51.54,1,ACTIVE
9213,12 04 2021,6:28:00 pm,2,0,842.63,0,ACTIVE
9214,12 04 2021,6:28:30 pm,17,0,756.14,1,ACTIVE
9215,12 04 2021,6:29:00 pm,40,0,806.9,1,ACTIVE
9216,12 04 2021,6:29:30 pm,0,0,41.5,0,ACTIVE
9217,12 04 2021,6:30:00 pm,23,0,117.38,1,ACTIVE
9218,12 04 2021,6:30:30 pm,40,0,250.51,1,ACTIVE
9219,12 04 2021,6:31:00 pm,68,0,24.68,1,ACTIVE
9220,12 04 2021,6:31:30 pm,5,0,1.35,1,ACTIVE
9221,12 04 2021,6:32:00 pm,29,0,98.7,1,ACTIVE
9222,12 04 2021,6:32:30 pm,31,0,245.15,1,ACTIVE
9223,12 04 2021,6:33:00 pm,0,0,16.35,0,ACTIVE
9224,12 04 2021,6:33:30 pm,2,0,16,0,ACTIVE
9225,12 04 2021,6:34:00 pm,0,0,15.66,0,ACTIVE
9226,12 04 2021,6:34:30 pm,0,0,15.32,0,ACTIVE
9227,12 04 2021,6:35:00 pm,65,0,25.77,1,ACTIVE
9228,12 04 2021,6:35:30 pm,31,0,13.45,1,ACTIVE
9229,12 04 2021,6:36:00 pm,42,0,79.48,1,ACTIVE
9230,12 04 2021,6:36:30 pm,62,0,105.33,1,ACTIVE
9231,12 04 2021,6:37:00 pm,5,0,394.81,1,ACTIVE
9232,12 04 2021,6:37:30 pm,8,0,177.14,0,ACTIVE
9233,12 04 2021,6:38:00 pm,9,0,181.02,1,ACTIVE
9234,12 04 2021,6:38:30 pm,0,0,133.67,0,ACTIVE
9235,12 04 2021,6:39:00 pm,80,0,26.33,1,ACTIVE
9236,12 04 2021,6:39:30 pm,14,0,12.34,1,ACTIVE
9237,12 04 2021,6:40:00 pm,9,0,12.07,1,ACTIVE
9238,12 04 2021,6:40:30 pm,19,0,10.83,1,ACTIVE
9239,12 04 2021,6:41:00 pm,9,0,10.37,1,ACTIVE
9240,12 04 2021,6:41:30 pm,99,0,197.4,1,ACTIVE
9241,12 04 2021,6:42:00 pm,113,0,90.51,1,ACTIVE
9242,12 04 2021,6:42:30 pm,22,0,53.82,1,ACTIVE
9243,12 04 2021,6:43:00 pm,19,0,107.63,1,ACTIVE
9244,12 04 2021,6:43:30 pm,9,0,42.41,1,ACTIVE
9245,12 04 2021,6:44:00 pm,19,0,31.31,1,ACTIVE
9246,12 04 2021,6:44:30 pm,22,0,34.9,1,ACTIVE
9247,12 04 2021,6:45:00 pm,74,0,57.43,1,ACTIVE
9248,12 04 2021,6:45:30 pm,103,0,50.43,1,ACTIVE
9249,12 04 2021,6:46:00 pm,62,0,6.58,1,ACTIVE
9250,12 04 2021,6:46:30 pm,0,0,6.3,1,ACTIVE
9251,12 04 2021,6:47:00 pm,65,0,7.34,1,ACTIVE
9252,12 04 2021,6:47:30 pm,49,0,19.87,1,ACTIVE
9253,12 04 2021,6:48:00 pm,0,0,20.3,0,ACTIVE
9254,12 04 2021,6:48:30 pm,20,0,16.35,1,ACTIVE
9255,12 04 2021,6:49:00 pm,0,0,14.99,0,ACTIVE
9256,12 04 2021,6:49:30 pm,3,0,16.71,0,ACTIVE
9257,12 04 2021,6:50:00 pm,9,0,15.32,1,ACTIVE
9258,12 04 2021,6:50:30 pm,32,0,19.44,1,ACTIVE
9259,12 04 2021,6:51:00 pm,126,0,26.33,1,ACTIVE
9260,12 04 2021,6:51:30 pm,14,0,12.34,1,ACTIVE
9261,12 04 2021,6:52:00 pm,0,0,4.18,0,ACTIVE
9262,12 04 2021,6:52:30 pm,0,0,4.27,0,ACTIVE
9263,12 04 2021,6:53:00 pm,15,0,18.22,1,ACTIVE
9264,12 04 2021,6:53:30 pm,99,0,20.3,1,ACTIVE
9265,12 04 2021,6:54:00 pm,31,0,8.92,1,ACTIVE
9266,12 04 2021,6:54:30 pm,74,0,88.57,1,ACTIVE
9267,12 04 2021,6:55:00 pm,126,0,117.38,1,ACTIVE
9268,12 04 2021,6:55:30 pm,14,0,112.4,1,ACTIVE
9269,12 04 2021,6:56:00 pm,253,0,61.29,1,ACTIVE
9270,12 04 2021,6:56:30 pm,332,0,4.36,1,ACTIVE
9271,12 04 2021,6:57:00 pm,5,0,1.54,1,ACTIVE
9272,12 04 2021,6:57:30 pm,48,0,0.12,1,ACTIVE
9273,12 04 2021,6:58:00 pm,12,0,1.54,1,ACTIVE
9274,12 04 2021,6:58:30 pm,15,0,0.65,1,ACTIVE
9275,12 04 2021,6:59:00 pm,0,0,0.15,0,ACTIVE
9276,12 04 2021,6:59:30 pm,0,0,0.15,0,ACTIVE
9277,12 04 2021,7:00:00 pm,0,0,0.15,0,ACTIVE
9278,12 04 2021,7:00:30 pm,26,0,0.44,1,ACTIVE
9279,12 04 2021,7:01:00 pm,0,0,0.01,0,ACTIVE
9280,12 04 2021,7:01:30 pm,0,0,0.01,0,ACTIVE
9281,12 04 2021,7:02:00 pm,0,0,0.01,0,ACTIVE
9282,12 04 2021,7:02:30 pm,0,0,0.01,0,ACTIVE
9283,12 04 2021,7:03:00 pm,9,0,3.83,0,ACTIVE
9284,12 04 2021,7:03:30 pm,5,0,3.15,0,ACTIVE
9285,12 04 2021,7:04:00 pm,0,0,0.01,0,ACTIVE
9286,12 04 2021,7:04:30 pm,9,0,0.35,1,ACTIVE
9287,12 04 2021,7:05:00 pm,136,0,1.09,1,ACTIVE
9288,12 04 2021,7:05:30 pm,35,0,5.3,1,ACTIVE
9289,12 04 2021,7:06:00 pm,3,0,7.34,1,ACTIVE
9290,12 04 2021,7:06:30 pm,0,0,8,1,ACTIVE
9291,12 04 2021,7:07:00 pm,46,0,6.04,1,ACTIVE
9292,12 04 2021,7:07:30 pm,96,0,2.71,1,ACTIVE
9293,12 04 2021,7:08:00 pm,0,0,4.76,1,ACTIVE
9294,12 04 2021,7:08:30 pm,49,0,3.91,1,ACTIVE
9295,12 04 2021,7:09:00 pm,0,0,3.67,1,ACTIVE
9296,12 04 2021,7:09:30 pm,93,0,5.42,1,ACTIVE
9297,12 04 2021,7:10:00 pm,2,0,6.73,1,ACTIVE
9298,12 04 2021,7:10:30 pm,207,0,7.18,1,ACTIVE
9299,12 04 2021,7:11:00 pm,32,0,2.89,1,ACTIVE
9300,12 04 2021,7:11:30 pm,0,0,3.02,1,ACTIVE
9301,12 04 2021,7:12:00 pm,0,0,2.89,0,ACTIVE
9302,12 04 2021,7:12:30 pm,19,0,1.83,1,ACTIVE
9303,12 04 2021,7:13:00 pm,52,0,3.59,1,ACTIVE
9304,12 04 2021,7:13:30 pm,80,0,1.61,1,ACTIVE
9305,12 04 2021,7:14:00 pm,0,0,2.71,0,ACTIVE
9306,12 04 2021,7:14:30 pm,0,0,2.59,0,ACTIVE
9307,12 04 2021,7:15:00 pm,0,0,2.59,0,ACTIVE
9308,12 04 2021,7:15:30 pm,9,0,1.35,0,ACTIVE
9309,12 04 2021,7:16:00 pm,0,0,0.03,0,ACTIVE
9310,12 04 2021,7:16:30 pm,3,0,0.05,0,ACTIVE
9311,12 04 2021,7:17:00 pm,0,0,0.03,0,ACTIVE
9312,12 04 2021,7:17:30 pm,0,0,2.18,0,ACTIVE
9313,12 04 2021,7:18:00 pm,0,0,2.43,0,ACTIVE
9314,12 04 2021,7:18:30 pm,0,0,2.18,0,ACTIVE
9315,12 04 2021,7:19:00 pm,0,0,2.23,0,ACTIVE
